Date	Username	Transaction Type	Amount	Item Name	Price	Store	Location
2022/12/01	Cubestake	bought	25	BoneMeal	7.81	JorboArosa	[Reveille] 2894, 74, 4198
2022/12/01	Reppal	bought	1	DiamondSword#DQ	55	c:65	[Reveille] 2695, 72, 4257
2022/12/01	Reppal	bought	1	DiamondSword#DQ	55	c:65	[Reveille] 2695, 72, 4257
2022/12/01	Cubestake	bought	64	WhiteDye	28	LavenderxBlaxii	[Reveille] 2803, 74, 4048
2022/12/01	Cubestake	bought	64	WhiteDye	28	LavenderxBlaxii	[Reveille] 2803, 74, 4048
2022/12/01	Cubestake	bought	64	WhiteDye	28	LavenderxBlaxii	[Reveille] 2803, 74, 4048
2022/12/01	Cubestake	bought	64	WhiteDye	28	LavenderxBlaxii	[Reveille] 2803, 74, 4048
2022/12/01	Cubestake	bought	64	WhiteDye	28	LavenderxBlaxii	[Reveille] 2803, 74, 4048
2022/12/01	Jabolko	bought	16	Stick	0.35	Trentrick_Lamar	[Reveille] 2751, 76, 3763
2022/12/01	Jabolko	bought	16	Stick	0.35	Trentrick_Lamar	[Reveille] 2751, 76, 3763
2022/12/01	Jabolko	bought	16	Stick	0.35	Trentrick_Lamar	[Reveille] 2751, 76, 3763
2022/12/01	Jabolko	bought	16	Stick	0.35	Trentrick_Lamar	[Reveille] 2751, 76, 3763
2022/12/01	Jabolko	bought	64	OakPlanks	1.96	Trentrick_Lamar	[Reveille] 2751, 76, 3760
2022/12/01	Cubestake	bought	64	BlueDye	28	LavenderxBlaxii	[Reveille] 2799, 74, 4046
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Jabolko	bought	1	EnchantedBook#3O	50	Alexthelillion	[Reveille] 3294, 74, 4099
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	64	WhiteConcretePowder	19	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	1	WhiteConcretePowder	0.3	DryMonkey	[Reveille] 2755, 74, 3979
2022/12/01	Cubestake	bought	1	BlackConcretePowder	0.3	DryMonkey	[Reveille] 2753, 74, 3979
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	64	LightGrayConcrete	17.1	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Nacholebraa	sold	52	LightGrayConcrete	13.89	c:Mooshroom	[Reveille] 2974, 82, 4106
2022/12/01	Deadwax	bought	11	IronBlock	73.7	Vernicia	[Reveille] 2801, 70, 3703
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	29	IronIngot	29	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	64	IronIngot	64	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	Deadwax	bought	10	IronIngot	10	c:OnyxInd	[Reveille] 2703, 72, 4238
2022/12/01	hugebob23456	bought	64	SmoothStone	5	c:Mooshroom	[Reveille] 2981, 79, 4106
2022/12/01	hugebob23456	bought	64	SmoothStone	5	c:Mooshroom	[Reveille] 2981, 79, 4106
2022/12/01	hugebob23456	sold	64	SmoothStone	4.75	c:Mooshroom	[Reveille] 2981, 79, 4106
2022/12/01	hugebob23456	sold	64	SmoothStone	4.75	c:Mooshroom	[Reveille] 2981, 79, 4106
2022/12/01	hugebob23456	bought	64	Diorite	2	c:Mooshroom	[Reveille] 2981, 82, 4102
2022/12/01	hugebob23456	sold	64	Diorite	1.9	c:Mooshroom	[Reveille] 2981, 82, 4102
2022/12/01	diamondspark	bought	1	Potion#7T	1	Government	[Reveille] 2749, 64, 4129
2022/12/01	diamondspark	bought	1	Bread	20	Government	[Reveille] 2746, 64, 4126
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Cubestake	bought	64	BlackConcrete	20	c:LemonadeC	[Reveille] 2685, 75, 3752
2022/12/01	Simpy21	bought	1	Potion#7T	1	Government	[Reveille] 2749, 64, 4129
2022/12/01	Simpy21	bought	1	Potion#7T	1	Government	[Reveille] 2750, 64, 4130
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Bamboo	0.92	c:Mooshroom	[Reveille] 2971, 76, 4102
2022/12/01	hugebob23456	bought	64	Bamboo	0.92	c:Mooshroom	[Reveille] 2971, 76, 4102
2022/12/01	hugebob23456	bought	64	Bamboo	0.92	c:Mooshroom	[Reveille] 2971, 76, 4102
2022/12/01	hugebob23456	bought	64	Bricks	30	c:Mooshroom	[Reveille] 2977, 73, 4104
2022/12/01	hugebob23456	sold	64	Bricks	28.5	c:Mooshroom	[Reveille] 2977, 73, 4104
2022/12/01	hugebob23456	sold	8	Bricks	3.56	c:Mooshroom	[Reveille] 2977, 73, 4104
2022/12/01	Cubestake	bought	64	BlueDye	32	DryMonkey	[Reveille] 2759, 74, 3989
2022/12/01	Cubestake	bought	64	BlueDye	32	DryMonkey	[Reveille] 2759, 74, 3989
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	1	Cobweb	9	Vernicia	[Reveille] 2795, 7, 3708
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	hugebob23456	bought	64	Stone	1.4	c:Mooshroom	[Reveille] 2981, 82, 4108
2022/12/01	sfkckl14	bought	1	ShulkerBox	99	Vernicia	[Reveille] 2798, 77, 3704
2022/12/01	sfkckl14	bought	1	ShulkerBox	99	Vernicia	[Reveille] 2798, 77, 3704
2022/12/01	sfkckl14	bought	1	ShulkerBox	99	Vernicia	[Reveille] 2798, 77, 3704
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	23	Netherrack	0.9	Vernicia	[Reveille] 2834, 71, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3715
2022/12/01	sfkckl14	sold	23	Netherrack	0.72	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	27	Netherrack	1.05	Vernicia	[Reveille] 2834, 71, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3721
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Netherrack	1.25	Vernicia	[Reveille] 2834, 70, 3720
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	32	Stone	1.5	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	sfkckl14	bought	1	Stone	0.05	Vernicia	[Reveille] 2816, 71, 3713
2022/12/01	VanillaChai79	bought	1	Stick#wO	30	DCGovernmentDOH	[Reveille] 2603, 76, 3849
2022/12/01	thebrinefinder	bought	1	Shield	5	c:NooknCranny	[Reveille] 2904, 72, 4180
2022/12/01	thebrinefinder	bought	1	PlayerHead#4M	5	blockyelise	[Reveille] 2758, 74, 3957
2022/12/01	thebrinefinder	bought	32	LapisLazuli	6	blockyelise	[Reveille] 2756, 74, 3973
2022/12/01	thebrinefinder	bought	5	Emerald	8	blockyelise	[Reveille] 2757, 74, 3973
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Krix	bought	16	CookedCod	8	c:ApexButchery	[Reveille] 2782, 70, 4174
2022/12/01	Delamon	bought	1	KnowledgeBook#2C	200	Government	[Reveille] 2593, 75, 4002
2022/12/01	dimitre977	sold	64	Emerald	38.4	Vernicia	[Reveille] 2803, 69, 3702
2022/12/01	dimitre977	sold	64	Emerald	38.4	Vernicia	[Reveille] 2803, 69, 3702
2022/12/01	dimitre977	sold	64	Emerald	38.4	Vernicia	[Reveille] 2803, 69, 3702
2022/12/01	dimitre977	sold	64	Emerald	38.4	Vernicia	[Reveille] 2803, 69, 3702
2022/12/01	dimitre977	sold	20	Emerald	12	Vernicia	[Reveille] 2803, 69, 3702
2022/12/01	DavidDGTNT	bought	32	FireworkRocket#xi	19	c:Walmart	[Reveille] 2393, 76, 3831
2022/12/01	DavidDGTNT	bought	32	FireworkRocket#xi	19	c:Walmart	[Reveille] 2393, 76, 3831
